"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
,"Constellation","470005547","Riser",,"AMS-027","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","470005547","Riser",,"AMS-027","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"Centro de custo","HMH","4700069912","Recebimento QMLOTE","Receiving",,"1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004736","Riser",,"LGS-076","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-01","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-02","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-03","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-04","1","1",,,"Inspeção





","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-05","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-06","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-07","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
,"Constellation","1023749","Riser","Visual Dimensional","1023749-08","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","LGS-064","1","1",,,"Inspeção","W10","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","LGS-080","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"FOR-BOP Annular-470006450","Constellation","470007297","Topside&BOP","Liquid Penetrant","3143849 B2","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"FOR-BOP Annular-470006450","Constellation","470007297","Topside&BOP","Visual Dimensional","3143849 B2","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"FOR-BOP Annular-470006450","Constellation","470007297","Topside&BOP","Liquid Penetrant","FOR-AP-003","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"FOR-BOP Annular-470006450","Constellation","470007297","Topside&BOP","Visual Dimensional","FOR-AP-003","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","AMS-056","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-056","1","1","1",,"Inspeção","W10","2026","01. Segunda","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Topside&BOP","FOR GH - Upper Gripper Arm - Usinagem","Gripper Arm usinagem ","1","1","1",,"HBM","W11","2026","05. Sexta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","GH Slide bracket - Pré aquecimento",,"1","1","2","2","Tratamento Térmico","W11","2026","03. Quarta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","GH Slide bracket - Pré aquecimento",,"1","1","2","2","Tratamento Térmico","W11","2026","04. Quinta","Concluído",,
"PRIO-Gripper Head-470000725","Foresea","470002182","Riser","GH Slide Bracket - Inspeção visual/dimensional","GH Slide bracket - Inspeção de solda","1","1","1",,"Inspeção","W11","2026","03. Quarta","Concluído",,
"PRIO-Gripper Head-470000725","Foresea","470002182","Riser","GH Slide Bracket - Inspeção visual/dimensional","GH Slide bracket - Inspeção de solda","1","1","1",,"Inspeção","W11","2026","04. Quinta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","Upper Gripper Arm Right - Remoção de trincas","Remover trincas para soldar","1","1","1",,"Solda Manual","W11","2026","03. Quarta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","Upper Gripper Arm Right - Solda manual","Solda pós remoção de trinca","1","1","1",,"Solda Manual","W11","2026","03. Quarta","Concluído",,
"Female Stab - OP 1024961","Constellation","OP 1024961","Riser","Fabricação Lower Body - OP 1024961","xx","0","0.25","2","2","CNC","W10","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem final - Caixa de CK","AMS-CK-B-123","0.5","0.5","1","1","CNC","W10","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Touch p - Riser FT-H","AMS-057, AMS-049,AMS-024, LGS-080 e AMS-008","3","5","2","2","Pintura","W10","2026","03. Quarta","Concluído",,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","NBL GH - Inspeção de recebimento","Inspeção de receb. GH Noble","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"VLS-TJ DS04-B-470003308","Valaris","470003308","Riser","FAB Housing - Jateamento Al2O3","Jateamento pré fosfato","1","1","1","2","Pintura","W11","2026","03. Quarta","Concluído",,
"VLS-TJ DS04-B-470003308","Valaris","470003308","Riser","FAB Housing - Fosfato","Fosfato pré epoxy","1","1","1","2","Pintura","W11","2026","03. Quarta","Concluído",,
"VLS-TJ DS04-B-470003308","Valaris","470003308","Riser","FAB Housing - Epoxy","Epoxy pós fosfato","1","1","1","2","Pintura","W11","2026","03. Quarta","Concluído",,
"VLS-TJ DS04-B-470003308","Valaris","470003308","Riser","FAB Housing - Epoxy","Epoxy pós fosfato","1","1","1","1","Pintura","W11","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-056","AMS-056","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-117","AMS-CK-B-117","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-118","AMS-CK-B-118","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser",,"AMS-CK-B-123","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-127","AMS-CK-B-127","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-151","AMS-CK-B-151","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-160","AMS-CK-B-160","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-CK-B-97","AMS-CK-B-97","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Topside&BOP"," H 164831-1H931"," H 164831-1H931","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"Female Stab - OP1024961","Constellation","10249611","Riser","3144153-01","3144153-01","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser",,,"1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-060","AMS-060","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-024","AMS-024","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-056 P7","AMS-056 P7","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-056 P8","AMS-056 P8","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-RI-425","AMS-RI-425","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-RI-618","AMS-RI-618","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-RI-63","AMS-RI-63","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","AMS-RI-72","AMS-RI-72","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","LGS-RI-152","LGS-RI-152","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","LGS-RI-218","LGS-RI-218","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","LGS-RI-221","LGS-RI-221","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","LGS-RI-35","LGS-RI-35","1","1","1",,"Inspeção","W10","2026","02. Terça","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002181","Topside&BOP","Receiving",,"1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002182","Topside&BOP","Receiving",,"1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"VEN-Bonnet 19-5k-470005332","PRIO","470005332","Topside&BOP","Receiving",,"1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser",,"AMS-060","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-060","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","APS-101","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","HMH",,"Riser","Visual","GDS-013","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","GDS-039","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","GDS-039","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","GDS-073","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","GDS-093","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","GDS-096","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","GDS-098","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","MA-014Q","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual","MHW341-LH1","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW568 LH2","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW815/1-LH2","1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional",,"1","1","1",,"Inspeção","W10","2026","03. Quarta","Concluído",,
"CSA - Gold Star","Constellation","470004731","Riser","Teste Hidrostático - Conector main line / Pino de LH","APS-004","2","2","2","2","Teste de Pressão","W10","2026","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Teste Hidrostático - Pino de LH","GDS-096/ GDS-098","2","1","2","2","Teste de Pressão","W10","2026","05. Sexta","Parcial",,"Teste da pup GDS-098 apresentou vazamento"
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes mecanicos/ Montagem de flutuador","APS-020/ APS-005","2","2","4","4","Mecânico Riser","W11","2026","02. Terça","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes mecanicos/ Montagem de flutuador","APS-068/ APS-035","2","2","4","4","Mecânico Riser","W11","2026","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes mecanicos/ Montagem de flutuador","APS-022/ LNS-102","2","2","4","4","Mecânico Riser","W11","2026","05. Sexta","Concluído",,
"Centro de Custo","HMH","4600073674",,"Receiving","QM LOTE","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-060","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-1268","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-1268","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-1268","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-279","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-279","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-284","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-284","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-284","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-284","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-511","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Visual Dimensional","MHW-511","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002182","Gripper Head","Magnetic Test","MHW-1600","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002182","Gripper Head","Magnetic Test","MHW-1600","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002182","Gripper Head","Visual Dimensional","MHW-1600","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"Prio-Gripper Head-470000725","PRIO","470002182","Gripper Head","Magnetic Test","MHW-1600","1","1","1",,"Inspeção","W10","2026
","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Booster Line","AMS-041","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Choke Line","AMS-041","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Kill Line","AMS-041","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Main Line","AMS-041","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 2","APS-055","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 1","APS-068","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 2","APS-068","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 1","MHW-788","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 1","MHW-788","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 2","MHW-788","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Hydraulic Line 2","MHW-788","1","1","1",,"Inspeção","W10","2026
","05. Sexta","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470005982","Topside&BOP","Visual Dimensional","CON-SL-003
","1","1","1",,"Inspeção","W10","2026
","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes mecânicos/ Montagem de Flutuador","AMS-091/AMS-112","1","1","4","4","Mecânico Riser","W11","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes mecânicos/ Montagem de Flutuador","AMS-091/AMS-112","1","1","4","4","Mecânico Riser","W11","2026","05. Sexta","Concluído",,
,,,,,,,,,,,,,,,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Solda Manual","Test Stum Solda manual","0.2","1","2",,"Solda Manual","W11","2026","01. Segunda","Concluído",,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","NBL GH - Delineamento","Identificação das peças e condição","1","1","1",,"Mecânico Hidraulico","W11","2026","04. Quinta","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Solda Manual","Solda manual do test stump","0.2","1","2",,"Solda Manual","W11","2026","02. Terça","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Pré aquecimento","Test Stump pré aquecimento","1",,"2",,"Tratamento Térmico","W11","2026","02. Terça","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Solda Manual","Test Stump Solda manual continuação","1",,"2",,"Calderaria","W11","2026","03. Quarta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470005524","Riser","Upper Gripper - Solda manual","Upper Gripper (5524)","2","1","1",,"Solda Manual","W11","2026","03. Quarta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","Slide Bracket - Solda Manual ","Slide Bracket solda manual","1","1","1",,"Solda Manual","W11","2026","03. Quarta","Concluído",,
"Centro de Custo","HMH","xx","Riser","HMH - Fabricação de resistência","Fab. resistência","1",,"2",,"Tratamento Térmico","W11","2026","03. Quarta","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Solda Manual","test stump - Solda Manual continuação","0.2","1","2",,"Solda Manual","W11","2026","04. Quinta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","Slide Bracket - Solda Manual","Solda manual continuação","1","1","1",,"Solda Manual","W11","2026","04. Quinta","Concluído",,
"Centro de Custo","HMH","NA","Riser","Fabricação de Resistência","NA","1",,"2",,"Tratamento Térmico","W11","2026","04. Quinta","Concluído",,
"VLS-Upper SHD-470007439","Valaris","470007439","Topside&BOP","Lower - Preparar Lower Body","Lower Body - Upper 470007439","1",,"1",,"Mecânico Hidraulico","W12","2026","01. Segunda",,,
"VLS-Upper SHD-470007439","Valaris","470007439","Topside&BOP","Lower - Pré teste sistema hidráulico","Pré teste do sistema hid. - Lower","1",,"1",,"Mecânico Hidraulico","W12","2026","01. Segunda",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Riser","H4 - Touch up","Touch Up topside - H4","1",,"2",,"Pintura","W12","2026","01. Segunda",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","MC05 - Changed part list","emissão de MC05 H4","1",,"1",,"Mecânico Hidraulico","W12","2026","01. Segunda",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","H4 - Install Identification Plate","instalação de placa de identificação","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","H4 - Preservation","Preservação H4","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","H4 - Shipping Checklist","Checklist H4","1",,"1",,"Inspeção","W12","2026","02. Terça",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","RA23 - Torque Report","Relatório de torque","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","VA04 - Preservation Record","Emissão do VA04","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"TOI-Mandrel-470006562","Transocean","470007173","Riser","Mandrel - touch up","Pintura do Mandrel em Topside","1",,"2",,"Pintura","W12","2026","01. Segunda",,,
"TOI-Mandrel-470006562","Transocean","470007173","Topside&BOP","Mandrel - Preservation","Preservação Mandrel","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"TOI-Mandrel-470006562","Transocean","470007173","Topside&BOP","Mandrel - Inspector Checklist","Checklist do inspetor Mandrel","1",,"1",,"Inspeção","W12","2026","02. Terça",,,
"VEN-Bonnet 19-5k-470005332","Ventura","470005957","Topside&BOP","Bonnet Cylinder - Recebimento de item","Recebimento do cilindro do bonnet","1",,"1",,"Mecânico Hidraulico","W12","2026","05. Sexta",,,
"VEN-Bonnet 19-5k-470005332","Ventura","470005957","Topside&BOP","Bonnet Cylinder - Inspeção de recebimento","Inspeção de recebimento","1",,"1",,"Inspeção","W12","2026","05. Sexta",,,
"VEN-Bonnet 19-5k-470005332","Ventura","470005957","Topside&BOP","Bonnet Cylinder - Inspeção dimensional",,"1",,"1",,"Inspeção","W12","2026","05. Sexta",,,
"VEN-Bonnet 19-5k-470005332","Ventura","470005957","Topside&BOP","Bonnet Cylinder - Inspeção por LP","Inspeção LP Bonnet","1",,"1",,"Inspeção","W12","2026","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Mapeamento de riscos do Ø60","Mapeamendo de riscos do Body","1",,"1",,"Inspeção","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Check List de Solda","Check list Solda Body","1",,"1",,"Solda Manual","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Solda pontual ","inconel sobre inconel","1",,"1",,"Solda Manual","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Inspeção de solda","Inspeção de solda","1",,"1",,"Inspeção","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Fabricação de batoques","xx","1",,"1",,"CNC","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Instalação de batoques","Instalação pós fabricação","1",,"1",,"Solda Manual","W12","2026","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Preparação e checklist para solda","Preparação e checklist para solda pós instalação","1",,"1",,"Solda Manual","W12","2026","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - pré aquecimento","Pré aquecimento durante etapas","0.25",,"1",,"Tratamento Térmico","W12","2026","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - pré aquecimento","Pré aquecimento durante etapas","0.25",,"1",,"Tratamento Térmico","W12","2026","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - pré aquecimento","Pré aquecimento durante etapas","0.25",,"1",,"Tratamento Térmico","W12","2026","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - pré aquecimento","Pré aquecimento durante etapas","0.25",,"1",,"Tratamento Térmico","W12","2026","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Solda metal de base","Solda metal de base","0.33",,"1",,"Solda Manual","W12",,,,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Solda metal de base",,,,"1",,,"W12",,,,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Solda metal de base",,,,"1",,,"W12",,,,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Inspeção de solda","Acompanhamento
","0.33",,"1",,"Inspeção","W12","2026
","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Inspeção de solda","Acompanhamento
","0.33",,"1",,"Inspeção","W12","2026
","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Body - Inspeção de solda","Acompanhamento
","0.33",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Fabricação de insertos",,"0.25",,"1",,"CNC","W12","2026
","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Fabricação de insertos",,"0.25",,"1",,"CNC","W12","2026
","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Fabricação de insertos",,"0.25",,"1",,"CNC","W12","2026
","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Fabricação de insertos",,"0.25",,"1",,"CNC","W12","2026
","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Recebimento de item",,"1",,"1",,"Mecânico Hidraulico","W12","2026
","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Inspeção de recebimento",,"1",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - pré aquecimento p/solda","P/solda","0.33",,"1",,"Tratamento Térmico","W12","2026","01. Segunda",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - pré aquecimento p/solda","P/solda","0.33",,"1",,"Tratamento Térmico","W12","2026","02. Terça",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - pré aquecimento p/solda","P/solda","0.33",,"1",,"Tratamento Térmico","W12","2026","03. Quarta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - solda metal de base","solda","0.33",,"1",,"Solda Manual","W12","2026","01. Segunda",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - solda metal de base","solda","0.33",,"1",,"Solda Manual","W12","2026","02. Terça",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - solda metal de base","solda","0.33",,"1",,"Solda Manual","W12","2026","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Inspeção dimensional",,"1",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Inspeção por LP",,"1",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Head - Inspeção por PM",,"1",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"CSA - Lone Star","Constellation","470004732","Riser","Teste Hidrostático - Pino LH","APS-068 LH1e LH2/ GDS-098","3","3","2","2","Teste de Pressão","W11","2026","01. Segunda","Concluído",,
